project,pull_number,pull_type,id,text,classification,indicator
beam,406,comment,224704830,So that's weird... all tests pass both in the IDE and with maven verify from command line. I'd be happy to blame Jenkins but Travis fails the same way.. 😮,non_debt,-
lucene-solr,357,review,376935901,"I like the `boost` package - I'm already thinking about a `TypeToBoostTokenFilter` that would automatically boost tokens marked with a `SYNONYM` type for example, and there are probably other boosting filters we can come up with, so a package to collect them all makes sense to me.  I prefer to group packages by functionality rather than implementation.",non_debt,-
apisix,957,summary,0,add doc FAQ about a/b test,non_debt,-
spark,19813,review,156552741,"So, shall we keep it as it is or restore it back?",non_debt,-
spark,25785,comment,531497209,"I see, can that thread be a daemon? If System.exit is viable (i.e. immediately stopping daemon threads) then it should be. But if not, then yeah such a thread needs to be shut down cleanly somehow during the shutdown process. This could be a shutdown hook.",design_debt,non-optimal_design
airflow,2011,comment,274330617,33884891-2011 comment-274330617,non_debt,-
drill,1593,description,0,"Currently, the WebServer side needs to process the entire set of results and stream it back to the WebClient, which puts immense pressure on the WebServer when rendering the resultset. 
Since the WebUI does paginate results, we can load a larger set for pagination on the browser client and relieve pressure off the WebServer to host all the data (most of which will never be streamed to the browser).
e.g. Fetching all rows from a 1Billion records table is impractical and can be capped at (say) 1K. Currently, the user has to explicitly specify LIMIT in the submitted query. 
An option is provided in the field to allow for this entry, and can be set to selected by default for the Web UI.
The submitted query indicates that an auto-limiting wrapper was applied.
In addition, the resultset is now configurable to allow for the default number or rows displayed per page to be changed from 10 to anything that the user might want.
Configuration additions in `drill-module.conf` (changes should be made in `drill-override.conf` ):
Screenshot with default (unselected) set to limit of 23:
Screenshot with default rows per page changed to 12.
Screenshot of the profile indicates the auto-limit having been applied:",non_debt,-
trafficserver,3044,comment,365999726,"Hmmm… Seems @SolidWallOfCode fixed the issue 2 days ago with this commit https://github.com/apache/trafficserver/commit/e459667aad1756bad55db88235e8aa6dd229da61
I guess this PR is now useless.
Closing it",non_debt,-
airflow,1562,comment,223208225,"Yes it conflicts, thanks for finding this Max. Under the new model (you can see in my PR that max linked https://github.com/apache/incubator-airflow/pull/1525 ) you would create a dependency class for future succeeded.",non_debt,-
kafka,7994,review,373361209,"nit: ""an none"" seems ungrammatical",code_debt,low_quality_code
ozone,2130,description,0,"Addendum patch to fix compilation error
https://issues.apache.org/jira/browse/HDDS-5072
Existing testsuites.",non_debt,-
apisix,3694,description,0,…lled,non_debt,-
hadoop,1884,summary,0,HDFS-15202 Boost short circuit cache,non_debt,-
hudi,1574,comment,633337641,"@garyli1019 : Thanks for your suggesstion, i'll add usage in ITTest and try my best to mak it run in docker. If still failed, an available script is a good choice.",non_debt,-
gobblin,199,comment,118981706,`task.markTaskCompletion` should only be called if all retries fail. So calling it in a finally clause is not appropriate. What we can do is to make sure it is called if any `Throwable` is thrown.,non_debt,-
flink,5593,comment,392814940,"hi @tillrohrmann can this PR been merged into master branch, so that we can close it?",non_debt,-
airflow,67,summary,0,Adding pre and post execute hooks to BaseOperator,non_debt,-
hudi,1253,review,384914757,Sounds good.,non_debt,-
nifi,2940,comment,411414481,"Performed a build and verified both the Maven and the Hub (using 1.7.0) variants and worked as anticipated.  I think this should make it a bit easier for folks to migrate between versions.
Thanks for taking care of this and I'll get the merge in.",non_debt,-
incubator-pinot,4777,review,344013968,"try to make comparisons more specific. Since you know there are only 2 parts and parts cannot be negative, avoid the ""less than"" comparison and instead use `parts.length != 2`",code_debt,low_quality_code
karaf,961,description,0,Backport of the fix of issue KARAF-5796 into the karaf-3.0.x branch.,non_debt,-
systemds,349,comment,274585312,"@niketanpansare I agree that this move towards Scala support is really a necessary step in the evolution of the project since we run on Spark, and it is a step that we need to take. I just wanted other Eclipse developers to be aware that this PR represents taking that step.
Also, thank you for the Scala IDE setup information. It is good to hear that the integration is clean.",non_debt,-
carbondata,2396,comment,399415726,"Build Failed with Spark 2.2.1, Please check CI http://88.99.58.216:8080/job/ApacheCarbonPRBuilder/5304/",non_debt,-
carbondata,1653,comment,351470763,"Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder1/1940/",non_debt,-
kafka,937,comment,186170645,Review by @guozhangwang.,non_debt,-
trafficserver,1033,comment,248191505,Linux build _failed_! See https://ci.trafficserver.apache.org/job/Github-Linux/732/ for details.,non_debt,-
kafka,2950,comment,317639576,"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6323/
Test PASSed (JDK 7 and Scala 2.11).",non_debt,-
incubator-doris,1439,description,0,"1 . variance same as var_pop
2. stddev same as stddev_pop",non_debt,-
spark,27395,comment,588347501,Failed test seems irrelevant: org.apache.spark.sql.kafka010.KafkaDelegationTokenSuite.(It is not a test it is a sbt.testing.SuiteSelector),non_debt,-
ozone,1503,review,506851310,Can we reuse an existed method OzoneFSUtils#addTrailingSlashIfNeeded(keyName) instead of?,code_debt,low_quality_code
iceberg,1890,review,538631234,Shall we call it `defaultCatalog`?,non_debt,-
attic-apex-core,33,description,0,41348333-33 description-0,non_debt,-
nifi-minifi-cpp,367,comment,402224300,"code good, verified L&N, verified builds on a few different systems without issue.  will merge",non_debt,-
trafficcontrol,3075,comment,443905502,"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/trafficcontrol-PR/2874/
Test PASSed.",non_debt,-
kafka,6185,review,249982093,"This is the actual fix: as there are two state transitions, we cannot simply check for six transitions, because if we check too early, and only five transitions finished (or maybe none), `stateListener.numChanges` might still be at 4 or 5.",non_debt,-
flink,3336,comment,282036668,"Thanks a lot for working on this @shixiaogang. ! 😃 
I just merged your PR, could you please close is.",non_debt,-
spark,13152,review,76170720,"add a simple classdoc here - something like ""A TopologyMapper that assumes all nodes are in the same rack""",non_debt,-
incubator-doris,2922,review,380016716,👌,non_debt,-
camel-quarkus,1483,description,0,Fix #1468,non_debt,-
spark,28038,review,402528402,"Yes. Talking with @dbtsai he wanted to add a lock on the blocks inside of `doCleanupShuffle`, but given that the only price is duplicated messages to the executors I'm not sure its worth the overhead of keeping track of that many locks.",code_debt,low_quality_code
spark,31682,review,584742586,can we add an end-to-end test to show the correctness bug? I'm still not very sure why we compare rows with different schema. Sounds like something we should forbid at the analysis phase.,non_debt,-
tvm,7313,review,586937376,"Yeah, I've also had some discussions in our weekly sync while didn't figure out any better solutions.
There're several reasons:
1. Different ops have different requirements over specific inputs;
2. While the problems is in a subgraph generated in Relay Integration, the placeholder are all the same, we can not differentiate them from tag, name or any other way, even the order of inputs are not guaranteed.
Current approach is to merge all specific inputs checking to this function, at least they have a same entry here. For the other ops, you have to add their own check functions below.",non_debt,-
incubator-pinot,6690,review,596257840,You might want to change the logger in `BaseCombineOperator` to private?,non_debt,-
spark,21976,summary,0,[SPARK-24909][core] Always unregister pending partition on task completion.,non_debt,-
airflow,14219,review,584775664,"Ideally you should get the token by calling a python method directly -- by calling this endpoint you are ""retesting"" the login endpoint, which it would be better to avoid.",code_debt,low_quality_code
incubator-mxnet,18560,description,0,"Currently, 1.6.x branch is failing on multiple pipelines
1. centos-cpu & centos-gpu pipelines due to 
http://jenkins.mxnet-ci.amazon-ml.com/blue/organizations/jenkins/mxnet-validation%2Fcentos-cpu/detail/v1.6.x/51/pipeline
2. Flaky test on unix-cpu mkldnn
3. Edge pipeline",test_debt,flaky_test
spark,4588,review,26225879,"Wait. As a sender, I don't expect a reply to be sent to my `receive` method. I expect the reply to be sent back to the point in the code that made the call - which is why I've mentioned before that `sendWithReply` should return a Future.",non_debt,-
carbondata,200,review,82923303,"hi sujith
i am thinking if user already trim the data with the option setting,then when user query with some space filter,it would no getting result.",non_debt,-
druid,6683,review,244036188,"`which is different with Announcer` means `NodeAnnouncer announces single node on Zookeeper and only watch this node`, while Announcer watches all child path, not only this node",non_debt,-
hbase,1653,description,0,…gionServer can fail with retries exhausted on an admin call.,non_debt,-
airflow,4963,comment,475922883,"# [Codecov](https://codecov.io/gh/apache/airflow/pull/4963?src=pr&el=h1) Report
------
[Continue to review full report at Codecov](https://codecov.io/gh/apache/airflow/pull/4963?src=pr&el=continue).",non_debt,-
hbase,2876,comment,763383475,"This problem was introduced by private repository, currently no need to apply this PR, so close this.",non_debt,-
spark,25782,comment,531650889,"jenkins, retest this, please",non_debt,-
spark,14656,review,74853965,"sorry I literally meant the SQLQueryTestSuite, which is file based :)",non_debt,-
thrift,1496,comment,371441144,"I finalized the changes, however there are a couple of errors in my builds which I think are irrelevant to my changes.
Here are the links to my build results (please let me know if you cannot access them):
Travis-CI: https://travis-ci.org/ozymaxx/thrift
AppVeyor: https://ci.appveyor.com/project/ozymaxx/thrift/build/1.0.0-dev.42
Here are the error descriptions:
On Travis CI `#19.7`:
On Travis CI `19.11`:
On AppVeyor `Environment: PROFILE=CYGWIN, PLATFORM=x64, CONFIGURATION=RelWithDebInfo, DISABLED_TESTS=(ZlibTest|OpenSSLManualInitTest|TNonblockingServerTest|StressTestNonBlocking)`:",non_debt,-
airflow,6281,review,339296209,"Actually you should not need to disable it here, because you documented the class (starting from line 29). It should just work if you remove the complete docstring here.",non_debt,-
