project,sha,text,classification,indicator
camel,b168613357aaceca148469e4df4f6557b407f46b,CAMEL-2954: camel-mybatis component. Support for pojo statement pending. And for consumer.,non_debt,-
lucene-solr,85347285f833599e9fe5e85e50aa9c8a6b9fd910,SOLR-6273: Reset test hooks in a finally block to avoid leakage to other tests,design_debt,non-optimal_design
attic-stratos,208b730b5babb2bdc6b93005bdf439c0df1564eb,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/incubator-stratos,non_debt,-
cloudstack,e531763d8789a99a503fb95f5eed2dd1be2e5739,"Revert ""cloudstack UI - Static NAT, Port Forwarding and Firewall Implementation on JuniperSRX - IP Address page - configuration - Firewall - exclude ICMP from Protocol dropdown.""
This reverts commit b7ccae0dde6f6949e5314036a7aa71460d676316.",non_debt,-
hadoop,9df1c84be0f86f6c26030ba1b98e9a2b93dc743c,HDDS-563. Support hybrid VirtualHost style URL. Contributed by Bharat Viswanadham.,non_debt,-
cloudstack,788d30ce48550a9e0be497a4a858be9f638190f2,Network page - implement new advanced search.,non_debt,-
cloudstack,5ce122cc080c5ecde4a28842564f699c11363f17,"CLOUDSTACK-9630: Cannot use listNics API as advertised
added missing  details for listNics API response.",code_debt,low_quality_code
carbondata,becccf5b8bdf5f8f432de3a02507beaaa7cc18e5,"[CARBONDATA-3733] Fix Incorrect query results on mv with limit
Why is this PR needed?
Issue 1:
After creating an materilaised view, queries with simple projection and limit gives incorrect results.
Issue 2:
Compact IUD_DELTA on materilaised view throws NullPointerException, because SegmentUpdateStatusManager is not set
Issue 3:
Queries with order by columns not in projection for create mv's, gives incorrect results.
What changes were proposed in this PR?
Issue 1:
Copy subsume Flag and FlagSpec to subsumerPlan while rewriting with summarydatasets.
Update the flagSpec as per the mv attributes and copy to relation.
Issue 2:
Set SegmentUpdateStatusManager to CarbonLoadModel using carbonTable in case of IUD_DELTA compaction
Issue 3:
Order by columns has to be present in projection list during create mv.
This closes #3651",non_debt,-
brooklyn-server,c0f9e816c9931cfa9d2864c891b90a6d5478651d,Delete deprecated code from BrooklynMementoPersister,code_debt,dead_code
shardingsphere,5f4b92d6901f28bd2de8d910dd2736d95f2402ec,fix #80,non_debt,-
myfaces-tobago,3d49669d5a5ef32401e68e35fd20271fac38c7e6,TOBAGO-1345: Remove dependencies to rarely used libraries,build_debt,over-declared_dependencies
cxf,5e5a4ed206f2007c9797be61f03bffe37c0a50aa,[CXF-6686] Updating ClientProxyImpl to do the best effort at mapping BeanParam bean's PathParam values to class-level template vars,non_debt,-
accumulo,77bb27300c096c47ce40eb3cfffbe63906ed907c,Merge branch '1.6.0-SNAPSHOT',non_debt,-
spark,757dc2c09d23400dacac22e51f52062bbe471136,"[TRIVIAL][DOCS][STREAMING][SQL] The return type mentioned in the Javadoc is incorrect for toJavaRDD, …
## What changes were proposed in this pull request?
Change the return type mentioned in the JavaDoc for `toJavaRDD` / `javaRDD` to match the actual return type & be consistent with the scala rdd return type.
## How was this patch tested?
Docs only change.
Closes #13954 from holdenk/trivial-streaming-tojavardd-doc-fix.",non_debt,-
camel,51c55dea27d97894d13f5f98773b23530224e7e4,CAMEL-8663: activating the disabled tests as we have a new cxf,non_debt,-
cloudstack,d1def0a73071f0c2ba18a13a6e9cf8d91f3ed20b,"Merge pull request #1287 from DaanHoogland/securityrules-cleanup
SecurityGroupRulesCmd code cleanupWrote a test and cleaned some duplicate code with the objective to evaluate the jenkins pull request process at builds.a.o
worthwhile to keep, IMHO.
* pr/1287:
  SecurityGroupRulesCmd code cleanup review comments handled
  deal with PMD warnings
  code cleanup
  security rules test
  remove autogenerated pydev files",code_debt,low_quality_code
guacamole-client,e861027f53a58abc6c2abb9809dc4628756d03b7,GUACAMOLE-635: Merge require Java 1.8 for all Java components except guacamoole-common,non_debt,-
couchdb,950f27c97d25c551dfc4d8c268a117087c69d7e9,Get the list of allowed languages from the environment,non_debt,-
lucene-solr,49583ed13da97cd11c8b9d1b3a88079175a6c69d,"LUCENE-7970: Handle the case where we generate only a pair of identical planes, as might happen when the center is near a pole.",non_debt,-
geode,be5430d92966733fbdfe9d63e60bc7ef0168ea76,GEODE-5656: Upgrades Gradle to 4.10 (#2397),non_debt,-
skywalking,9e4026e9b5342aea733f0f33c4438fbcec974fee,Prototype codes of supporting leaf span,design_debt,non-optimal_design
beam,65dbb4d4f26cf88dd6bd639efc4bfa07cd3f5f1e,"Merge pull request #8176 from ibzib/update-metrics
[BEAM-6865] Move MetricsApi updates from flink.metrics to core.metrics",non_debt,-
karaf,203cfd8d6b40169d93ddaedcc271a89fff62295d,[KARAF-4863] Trim down the number of configuration files in apache-karaf-minimal and static framework,non_debt,-
usergrid,e92c84785115c8744ebc54fddae218eece27e77c,removed new validation module temporarily.  This will be used as we build iterators for the query engine,design_debt,non-optimal_design
tomee,b8f40e0eb4ab5ac5297b2fa4d6c67bd78880dc33,"TOMEE-2972 isNullable got removed with CDI-2.0
And we finally also removed that parameter from the OWB ct.
No functional change.",non_debt,-
couchdb,9165a71b8aab76c70a5f2b80bd71f6d8a7b66a72,Padding on dropdowns with icons,non_debt,-
madlib,ce8757d5b7f200af1a784336a9256de0669c38a2,comply with g++ signed/unsigned warnings,non_debt,-
daffodil,6cf8dfd7154e54105fedf252de2192621ec84b06,baseline test added/fixed.,non_debt,-
trafficserver,943f789de62292e39ec0ffe9e1a9c04d31c37bf8,"Fixed another build issue on Ubuntu, errors ignoring return value",non_debt,-
carbondata,469c52f5d4c18579e2a6ed4c3bb35691cf01937b,"[HOTFIX] Throw original exception in thread pool
If there are exception occurs in the Callable.run in the thread pool, it should throw the original exception instead of throw a new one, which makes it hard for debugging.
This closes #2887",code_debt,low_quality_code
ignite,ffa38aede48e369e082e935d654414b5b7466c9a,GG-7663 - Fair affinity implementation POC,non_debt,-
brooklyn-server,1c3d3be2d510cf52272506bbd1a8362b6c80847d,[maven-release-plugin] prepare for next development iteration,non_debt,-
incubator-brooklyn,63c03b15ee63e73396063b4fa9948e2ff5e7d511,This closes #577,non_debt,-
incubator-brooklyn,124de64b23224f8e886648290987adbb29710da2,Allow DeferredSupplier in setConfig and fix deprecated ConfigKey usage,non_debt,-
spark,4819baa658a6c8a3e4c5c504af284ea6091e4c35,"More updates, describing changes to recommended use of environment vars
and new Python stuff",non_debt,-
trafodion,5437b4dca8785fa010e03b4792a759ae303223cb,2.0.0 Release Notes,non_debt,-
myfaces-tobago,1f8669c8fdde220e1fdb7fb46d5bd18069edc922,removed shale integration for now until the application works correctly with shale,non_debt,-
beam,626240a4dc28b643a7f25fb71285918233e27da6,"Remove isUnbounded option, and the corresponding ExampleUtils constructor",non_debt,-
ignite,eca461280428b127030d52017a7011ae4a501592,# GG-8416 Use NIOServer in java client,non_debt,-
camel,20bfdd22708b24e9b65d8c18c0f7f932fcd6a190,More features can install in karaf,non_debt,-
hudi,92c69f57038d055e680f75627426e97679196ce0,Migrate integration tests to spark 2.4.4,non_debt,-
myfaces-tobago,3eb273643ab4cd82180ccd1c755ad1be3e773626,JSF 2.0 should be okay for Tobago 3.0,non_debt,-
systemds,5d0098310e3db90ffb63cc7b2bd76685e9f4d602,89826: SystemML Engine - Refactoring inter-procedural analysis (moved from parser to hops),non_debt,-
beam,05542aa92b34f220e33fb78e1bbeb81048368b59,Update streaming connectors blog post's publication date,non_debt,-
storm,fb0f00e482d3782682d9ede77f5990bc7d05a895,Fix links to documentation in Javadoc,non_debt,-
flink,efbdfc098c91a3e75a82d35a251904d8c3dc4bd3,Reworked compiler post pass to be generic for all flat record models.,non_debt,-
usergrid,ae3a60a8e41de95b64c228526c8727b703c3ee74,fixed conflicts and the currentorganization,non_debt,-
storm,6e29d270d95d45cb6e05be8c325475639ae8d9a7,STORM-1153 Use static final instead of just static for class members,non_debt,-
shardingsphere,a06b56836f2f9231b2dde27a464d35164cc1b049,"Rename RDL to DistSQL (#7964)
* Remove useless ShardingSphereVisitor.getter
* Rename RDLVisitor
* Rename RDL to DistSQL
* Rename RDL module name
* Rename RDL package name
* Rename RDL class name",code_debt,dead_code
trafficserver,2b0351f43d64a2fd69c7f95d81df4a163826999d,jenkins config: Prepare for 4.1.x release cycle,non_debt,-
couchdb,f1906774e727982621a1acd8961a7a0483314ffb,Workaround dirty schedulers in run_queue stats (#3168),design_debt,non-optimal_design
cxf,bfa7a22c95af1f7c33f218d0cf5b10f17fce308c,"Move some deps into parent pom, update some other deps",non_debt,-
drill,0abe27387bb7bbcbabd140f569a54c17cd353df0,"DRILL-1655:  Fix CanNotPlan issue when join Mongodb and other datasource, by ensuring Mongodb plugin return one single instance for each table reference.",non_debt,-
shardingsphere,94e5f5faf83b8fb739df87b7ebdb8956784fa6c5,feature:readme add test command,non_debt,-
flink,1f1cc86a82f5e32490722bc01ef7071b9e24c6a2,"[FLINK-11533] [container] Find job jar on classpath
[pr-review] Address comments",non_debt,-
karaf,4e641664cb5e2d29600055a6818e0beb00ea8124,[KARAF-1646] Upgrade to Pax Web 2.0.2,non_debt,-
spark,f7501ddd7042f2570f780a82fdf61b737233bcfd,"Revert ""[SPARK-30119][WEBUI] Add Pagination Support to Streaming Page""
This PR reverts #28439 due to that PR breaks QA build.
Closes #28747 from sarutak/revert-SPARK-30119.",non_debt,-
infrastructure-puppet,85151fe7529ad1f714410826465435cd64ff9a17,Merge branch 'deployment' of https://git-wip-us.apache.org/repos/asf/infrastructure-puppet into deployment,non_debt,-
tomee,ca3db56d9534555ff7a69a8c474afa1fe8e7ed03,"Made the CalculatorLocal extend the CalculatorWs which does work.  Ideally we should move this multiple interface stuff into its own example, but it's fine here for now.",design_debt,non-optimal_design
cloudstack,9cb2458a5871307efa6f18143c241b32a9e79540,CLOUDSTACK-5977 Fixed quotation mark issue,non_debt,-
hive,2c5a1095b1f39cbfdfbcf472f21b11239ad1b49e,"HIVE-22955 PreUpgradeTool can fail because access to CharsetDecoder is not synchronized (Gergely Hanko, reviewed by Miklos Gergely)",non_debt,-
activemq,b9426d6c00213383790adf456d51b1e1bb62ec66,"Merge pull request #494 from jbonofre/AMQ-7394
[AMQ-7394] Simple first fix to use listener.hasSpace() when recovering message from JDBC message store",design_debt,non-optimal_design
thrift,ca7e97e0423e785bd7a6b7b8400e67897975e7f6,"THRIFT-2814 args/result classes not found when no namespace is set
Client: Haxe
Patch: Jens Geyer
This closes #275
Fixes remaining issues regarding proper Haxe class and package names capitalization.",non_debt,-
activemq,fe6fa0479872b90becc0e537d5d4f7d03cdfa714,moved activeio into the optional section,non_debt,-
cloudstack,43587143811b222ca131b0e1237f9e99cd94694d,"CLOUDSTACK-8035: Generate and store X509Cert and reuse this for SAML
The fix generates X509Certificate if missing from DB and uses that for eternity.
SAML SP metadata remains same since it's using the same X509 certificate and
it remains same after restarts. The certificate is serialized, base64 encoded
and stored in the keystore table under a specific name. For reading, it's
retrieved, base64 decoded and deserialized.",non_debt,-
couchdb,4f3e4d08dce7b9a64364724678fd4bb59f75ed82,"Merge pull request #2138 from apache/keep-dbprop-after-rewriting-shardmap
Keep database property after overwriting shard map",non_debt,-
bookkeeper,d3ee645781a1ed422d53a027e3d397451dd4c0d2,BOOKKEEPER-479: Fix apache-rat issues in tree (ivank via fpj),non_debt,-
brooklyn-server,de6bfbbbc464e1dff9ec7413311f3409a1d8f4b6,minor tidies,code_debt,low_quality_code
usergrid,d2153285dae4c9257f3b62ab533186f31f770926,"Ensure that injector is not used in Akka constructors to avoid ""cannot serialize injector"" errors",non_debt,-
calcite,06080ff072dfd72a884423bde3a3befa2c465842,"[CALCITE-2216] Improve extensibility of AggregateReduceFunctionsRule (Fabian Hueske)
Close apache/calcite#650",requirement_debt,non-functional_requirements_not_fully_satisfied
incubator-mxnet,13f7c58ef77afdfd7ff30c9c35c76100f44ea158,Jenkins nightly maven with static build script and gpu (#13767),non_debt,-
trafficserver,c5d519733818c74a57e9b084a84e8d7c51fe8cd3,TS-2071 Remove proxy.config.http.session_auth_cache_keep_alive_enabled remnants,non_debt,-
tomee,9592de4f04f0a13e50b013bab2a35e752ac6b1b4,TOMEE-183 enhancing logging,code_debt,low_quality_code
camel,5c3fa7b6172958c340d9e05c230e8bbc6f4e6a07,Regen,non_debt,-
kylin,46c8af4633051235668cacca01bd96233a75a55f,"Merge remote-tracking branch 'origin/inverted-index' into simplify_deployment
Conflicts:
	.gitignore
	common/src/main/java/org/apache/kylin/common/KylinConfig.java
	conf/kylin.properties
	examples/test_case_data/minicluster/b-kylin/kylin.properties
	examples/test_case_data/minicluster/b-kylin/meta/kylin.properties
	job/src/test/java/org/apache/kylin/job/ImportHBaseData.java",non_debt,-
storm,fcecf42e6db6f332ded1d76854a95867f98528d1,Merge branch 'STORM-2330' of https://github.com/arunmahadevan/storm into STORM-2330-merge,non_debt,-
lucene-solr,827c670d189f9da56259b541db9b94113d3ca9a0,SOLR-8992: Restore Schema API GET method functionality removed in 6.0 added back another test and fixed test errors,non_debt,-
storm,4b6faeb70e79faaf4f15cd533febc2a8dcf4773f,move trident examples to own package,non_debt,-
flink,091266d1eb5f54c2c60c8ba13a7a3c79ecaf8e5b,"[FLINK-12595][kinesis] Interrupt thread at right time to avoid deadlock
- Inside testOriginalExceptionIsPreservedWhenInterruptedDuringShutdown,
consumerThread.interrupt() was getting absorbed inside
KinesisDataFetcher's while(running) loop, therefore
TestableKinesisDataFetcherForShardConsumerException's awaitTermination()
wasn't getting interrupted by it. This led to deadlock, with
KinesisDataFetcher waiting on the test code to send the interrupt, and
the test code waiting for KinesisDataFetcher to throw the expected
exception.
- Now, the test code waits until KinesisDataFetcher is inside
awaitTermination() before producing the interrupt, so it can be sure
that the interrupt it produces will be received/handled inside
awaitTermination().",non_debt,-
beam,334180c0d848376bd367b8a2b1e42d9717e84d9d,"Merge pull request #4397
[BEAM-3458] Fix value encoding for Create",non_debt,-
shardingsphere,9ddfae7e162a2654d69cc8380820f5f332f686a8,#2384 merge oracle revoke,non_debt,-
incubator-weex,68b9a5ff065b59be4a04c41355c86fe797b1fed8,Merge branch 'ios-feature-20170118' into ios-feature-20170118-new-slider-neighbor-fix,non_debt,-
camel-website,3472522269e91d4b3e6b8705dd788c082a654c97,Polished,code_debt,low_quality_code
usergrid,cdf7c293f5127d21b6726f8ba0b7c121722e1f36,In Jersey 2 need the security annotation on the very last resource method that is called.,non_debt,-
couchdb,9b30323e4a297e98ec2a56cfac86a982d9a20c90,"Fix test test/etap/160-vhosts.t
It was broken after the vendor property was added.",non_debt,-
fluo,7b25d1527b9957185959c48614ab3ecf221a17d6,"Fix javadoc memory issues with Travis-CI (#1051)
* Unset _JAVA_OPTIONS environment, which may (?) interfere with the
  default settings of certain Maven plugins, and causes the build to run out
  of memory and be killed by the Travis host.
* Clean up bad license header formatting
* Remove IRC notifications (nobody lurks in IRC anymore, so these aren't useful)
* Build against current latest Accumulo 1.9.2
* Clean up matrix build (make build args relationship with the build script more clear)
* Use sudo with travis-ci",code_debt,low_quality_code
tinkerpop,be65b293285d755103da2d54b506ef872db7a434,Added javadoc for choose CTR,non_debt,-
flink,a3b9d9717a7c0a09c2b9480588805915bad09761,"[tests] Try to improve CI test stability
Squashes the following commits:
  Possible fix for: https://s3.amazonaws.com/archive.travis-ci.org/jobs/110235128/log.txt
This closes #1676.",test_debt,flaky_test
flink,dac3e72c6777678af8d2dbbbd61aaff1e385981d,"[FLINK-21006] Fix hbase 1.4 tests on Hadoop 3.x
This closes #14770",non_debt,-
activemq,c42d980db8dfac965dd9a68a29a5c0c5c2926e2a,revert change of max file size to long as it will impact index size and 2gb is a reasonable max atm,non_debt,-
cxf,fc04946696606a8cefce978ccb0646c8f443848f,CXF-4662 - remove accidentally committed eclipse pmdruleset file and added an ignore for pmdruleset to cxf-api,non_debt,-
hadoop,ebb88231f802918096159da453bed2c4839e6042,HADOOP-10075. addendum to fix compilation on Windows,non_debt,-
tvm,f34dea41b41b2750f4a09c5444ecc87bce8b0087,[QNN] Use Int16 upcast in Fallback Conv2D. Fix test names. (#4329),non_debt,-
